No.,Time,Source,Service Data,Info,Length
6322,13.935420,dc:23:51:7d:96:27,408080000001e81334d037ef90a08cd257a13d00,ADV_NONCONN_IND,63
6323,13.936291,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6325,13.938007,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6326,13.941454,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6327,13.942312,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6328,13.943175,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6329,13.944034,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6330,13.944892,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6331,13.945752,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6332,13.946611,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6333,13.947469,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6334,13.948330,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6335,13.951770,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6336,13.952642,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6337,13.953499,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6338,13.954358,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6339,13.955230,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6340,13.956088,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6341,13.956959,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6342,13.957818,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6343,13.958676,dc:23:51:7d:96:27,af425e9fc9efe3233423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6344,13.959545,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6345,13.960404,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6346,13.963862,dc:23:51:7d:96:27,80427b5e6548ee07333000e9f7c00c0cc61032a7,ADV_NONCONN_IND,63
6347,13.964721,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6348,13.965579,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6350,13.969899,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6351,13.970763,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6354,13.975921,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6355,13.976779,dc:23:51:7d:96:27,408080000001e8133423b2edf0c70d5017255c3e,ADV_NONCONN_IND,63
6356,13.977651,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6357,13.978510,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6358,13.979367,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6359,13.980240,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6360,13.981099,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6361,13.981969,dc:23:51:7d:96:27,408080000071eb622a84b8cd56c7cdc470e33200,ADV_NONCONN_IND,63
6362,13.982828,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6363,13.983686,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6364,13.984555,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6365,13.985415,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6366,13.986287,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6368,13.988003,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6369,13.988875,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6370,13.989733,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6371,13.990591,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6373,13.992320,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103ea7,ADV_NONCONN_IND,63
6374,13.993192,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6375,13.994050,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6376,13.997488,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6381,14.001805,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6382,14.002676,dc:23:51:7d:96:27,af46170ec56fe0433423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6383,14.003534,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6384,14.004406,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6385,14.007859,dc:23:51:7d:96:27,40427b4e8d21cb02289048eed0a70d0cc61032a4,ADV_NONCONN_IND,63
6386,14.008717,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6387,14.009589,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6388,14.010446,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6389,14.011318,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6390,14.012176,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6393,14.016480,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6394,14.017338,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6395,14.020778,dc:23:51:7d:96:27,408080000001e8133423b2eff0c78cd845310d0e,ADV_NONCONN_IND,63
6396,14.021637,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6397,14.022496,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6398,14.023356,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6400,14.025080,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6403,14.027668,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6404,14.028525,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6405,14.029384,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6406,14.030257,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6407,14.033702,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6408,14.034572,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6409,14.035430,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6410,14.038888,dc:23:51:7d:96:27,408080000001e8133423b25592a00ccc57a135b7,ADV_NONCONN_IND,63
6411,14.039747,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6412,14.040606,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6413,14.041476,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6414,14.044924,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6415,14.045788,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6416,14.046646,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6417,14.047504,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6418,14.048366,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6420,14.050088,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6421,14.050946,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6422,14.054393,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6423,14.055265,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6424,14.056124,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6426,14.065616,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6427,14.066487,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6429,14.068217,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6430,14.069075,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6431,14.069933,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6433,14.071655,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6434,14.072513,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6435,14.073385,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6436,14.074243,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6437,14.075113,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6438,14.075972,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6439,14.076830,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6440,14.077701,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6441,14.078559,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6442,14.079431,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6443,14.080296,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6444,14.081155,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6445,14.084614,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6446,14.085471,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6447,14.086343,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6448,14.089785,dc:23:51:7d:96:27,408060000001e8533cb2a466b0743b03189076aa,ADV_NONCONN_IND,63
6450,14.091505,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6451,14.092364,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6453,14.094085,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6455,14.095803,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6456,14.096662,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6457,14.097521,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6459,14.101821,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6460,14.102693,dc:23:51:7d:96:27,408060000001f85334b036ee25932a4458fbb300,ADV_NONCONN_IND,63
6462,14.104409,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6464,14.108727,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6a03da7,ADV_NONCONN_IND,63
6465,14.109597,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6466,14.110455,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6467,14.111326,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6468,14.112185,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6471,14.114772,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6472,14.115631,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6473,14.116501,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6474,14.117361,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6475,14.120813,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6477,14.122529,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6478,14.123391,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6479,14.124250,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6487,14.134606,dc:23:51:7d:96:27,408080000001e86222907cfdf9b70d52c6103200,ADV_NONCONN_IND,63
6488,14.135465,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6489,14.136337,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6490,14.137195,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6491,14.138053,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6492,14.138925,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6493,14.139783,dc:23:51:7d:96:27,408080000001e81334232aeff0c599f6f7ad3f03,ADV_NONCONN_IND,63
6494,14.140641,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6495,14.141512,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6496,14.142370,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6497,14.143242,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6500,14.145823,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6501,14.146681,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6502,14.147539,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6503,14.148411,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6504,14.149269,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6505,14.152727,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6a83da7,ADV_NONCONN_IND,63
6506,14.153586,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6507,14.154457,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6508,14.155323,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6513,14.159640,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6514,14.160497,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6515,14.161369,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6524,14.169112,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6525,14.169969,dc:23:51:7d:96:27,40806000008dd257a17cbd16be74437069d9bd00,ADV_NONCONN_IND,63
6526,14.170830,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6527,14.171688,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6528,14.172547,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6529,14.173407,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6533,14.176848,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6534,14.177719,dc:23:51:7d:96:27,408060f0c301f8d331b7356630f13303489e7f28,ADV_NONCONN_IND,63
6536,14.179435,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6537,14.180308,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6539,14.184623,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6540,14.185482,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6541,14.186352,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6542,14.187211,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6543,14.188069,dc:23:51:7d:96:27,408060000001e8532cb2348e27972a4458d9bd,ADV_NONCONN_IND,63
6545,14.189798,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6546,14.190657,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6547,14.191528,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6548,14.192387,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6549,14.193259,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6551,14.197556,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6552,14.198417,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6554,14.202728,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6555,14.203586,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6557,14.205317,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6558,14.206175,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6563,14.213080,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6564,14.213951,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6566,14.215667,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6567,14.216539,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6568,14.217396,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6569,14.218268,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6571,14.219984,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6572,14.220848,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6573,14.221706,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6574,14.222564,dc:23:51:7d:96:27,408080000001e8133423b255f0c7cd5251a5dd2f,ADV_NONCONN_IND,63
6575,14.223436,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6576,14.226881,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a444896f778,ADV_NONCONN_IND,63
6577,14.227752,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6578,14.228611,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6581,14.233793,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6582,14.234666,dc:23:51:7d:96:27,408060000005f853bcb2350e25f3334458d99d00,ADV_NONCONN_IND,63
6584,14.236394,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6585,14.239837,dc:23:51:7d:96:27,408060f0c78dd25da334f466907e174958d9bd00,ADV_NONCONN_IND,63
6586,14.240694,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6587,14.241556,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6588,14.242415,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6589,14.243278,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6590,14.244137,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6592,14.245855,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6594,14.247572,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6595,14.248432,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6596,14.249291,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6597,14.250156,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6598,14.251014,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6599,14.251873,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6600,14.252744,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a11481677fd,ADV_NONCONN_IND,63
6601,14.253602,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6607,14.259649,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6608,14.260508,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6609,14.269142,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6610,14.270002,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6611,14.270865,dc:23:51:7d:96:27,902caf704509f61b8bb5bfee27932a4458d9bd00,ADV_NONCONN_IND,63
6612,14.271724,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6613,14.272582,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6614,14.273444,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6615,14.274302,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6616,14.277754,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6617,14.283789,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6618,14.284658,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6619,14.285518,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6620,14.286389,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6621,14.287248,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6622,14.288106,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6623,14.288977,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6624,14.289835,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6627,14.292422,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6628,14.293294,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6629,14.294153,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6630,14.295010,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6631,14.295874,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6632,14.296732,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6633,14.297591,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6638,14.301049,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6640,14.302778,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6645,14.309692,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6646,14.310549,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6647,14.311420,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6648,14.312279,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6649,14.313135,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6650,14.314004,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6651,14.314863,dc:23:51:7d:96:27,902cef714dcf4666187cad1426932a4458d9bd00,ADV_NONCONN_IND,63
6652,14.315720,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6653,14.316582,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6654,14.317441,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6655,14.318304,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6656,14.319163,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6657,14.320021,dc:23:51:7d:96:27,9028e5ba96d4d63f2ab1368e27932a4458d9bd00,ADV_NONCONN_IND,63
6659,14.321740,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6660,14.322598,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6661,14.323458,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6662,14.324317,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6669,14.331217,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6670,14.334674,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6671,14.335533,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6672,14.336404,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6673,14.337262,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6676,14.339850,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6677,14.340708,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6678,14.341579,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6684,14.347608,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6685,14.348470,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6686,14.349328,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6687,14.352780,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
6688,14.353639,dc:23:51:7d:96:27,408060000001e8533cb2348e27932a4458d9bd00,ADV_NONCONN_IND,63
6689,14.354496,dc:23:51:7d:96:27,408080000001e8133423b25592a00c0cc6103200,ADV_NONCONN_IND,63
6690,14.355369,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
