No.,Time,Source,Service Data,Info,Length
12869,29.592677,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12870,29.593548,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12871,29.594406,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12872,29.595264,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12873,29.596135,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12874,29.596993,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12879,29.600450,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12880,29.601309,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12881,29.602167,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12888,29.608216,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12889,29.609086,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12890,29.609951,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12891,29.613398,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12892,29.614269,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12893,29.615127,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12894,29.616000,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12900,29.623757,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12901,29.624615,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b2f8,ADV_NONCONN_IND,63
12902,29.630669,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12903,29.631529,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12904,29.632400,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12905,29.633257,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a80,ADV_NONCONN_IND,63
12906,29.634129,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12907,29.634988,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12908,29.638427,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12910,29.640158,dc:23:51:7d:96:27,408060002081d24538bfa3461050355148d675f0,ADV_NONCONN_IND,63
12913,29.645346,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12914,29.646213,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12915,29.647073,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12916,29.650532,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12917,29.651390,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12918,29.652261,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12919,29.653120,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12920,29.653977,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12921,29.657431,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12922,29.658290,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12923,29.659161,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12924,29.660020,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12926,29.661748,dc:23:51:7d:96:27,408080000001e96202912c85bdc78dd257481a27,ADV_NONCONN_IND,63
12927,29.662608,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12928,29.663480,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12929,29.664343,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12930,29.665202,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12931,29.666073,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12932,29.666932,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12936,29.675563,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12937,29.676422,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12938,29.677292,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf1cd57a13ded,ADV_NONCONN_IND,63
12939,29.678151,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12940,29.679010,dc:23:51:7d:96:27,408060000001e981023ca766b075310348847278,ADV_NONCONN_IND,63
12944,29.683334,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12945,29.684205,dc:23:51:7d:96:27,902c6fe0a789c2df82fca766d07d3551489467f8,ADV_NONCONN_IND,63
12947,29.685923,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12950,29.691104,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12951,29.694550,dc:23:51:7d:96:27,408060000001e981a23da76ee0e5b123400665e9,ADV_NONCONN_IND,63
12952,29.695420,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12953,29.696280,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12954,29.697139,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12955,29.698009,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12956,29.698868,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12958,29.700607,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12959,29.701467,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12960,29.702337,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12961,29.703195,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12965,29.706653,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12966,29.707512,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12967,29.708369,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12968,29.709237,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12969,29.710095,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12970,29.710952,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12971,29.711824,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12972,29.712682,dc:23:51:7d:96:27,408060000001e9810264a166b0773725a89a755c,ADV_NONCONN_IND,63
12973,29.713553,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12974,29.714412,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12982,29.719597,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12983,29.720468,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12984,29.721327,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12991,29.732544,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12992,29.733403,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12993,29.734273,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12994,29.735132,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12995,29.738597,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12996,29.739456,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
12997,29.740314,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
12998,29.741185,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
12999,29.742043,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13000,29.742914,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13001,29.743773,dc:23:51:7d:96:27,902cbfe08dbdfe64e96c0f9d4de4340150a5b200,ADV_NONCONN_IND,63
13002,29.744632,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13004,29.746359,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13005,29.747216,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13009,29.750676,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13010,29.751535,dc:23:51:7d:96:27,408060000001e9810264bd66b07d2505ca12befc,ADV_NONCONN_IND,63
13011,29.752406,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13012,29.753265,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13013,29.754137,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13014,29.755000,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13015,29.755859,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13017,29.760177,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13018,29.761050,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13019,29.761909,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13020,29.762766,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13021,29.763630,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13024,29.766217,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13025,29.767076,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13026,29.767947,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13027,29.771394,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13028,29.772266,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13040,29.786937,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13041,29.790396,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13042,29.791263,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13043,29.792122,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13044,29.792994,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13046,29.794712,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13047,29.795582,dc:23:51:7d:96:27,40806000c08dd257abaf36e0d57318cc51a5b200,ADV_NONCONN_IND,63
13048,29.796440,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13049,29.797311,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13050,29.798169,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13051,29.804210,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13053,29.805928,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13054,29.806798,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13055,29.807658,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13056,29.808529,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13057,29.809393,dc:23:51:7d:96:27,4080704ecd683f26304c00a5bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13058,29.810252,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13059,29.811123,dc:23:51:7d:96:27,408060008001eb8102643d9f4de4340140a5b280,ADV_NONCONN_IND,63
13062,29.818883,dc:23:51:7d:96:27,408060000001e981a23da7764471210148a636f8,ADV_NONCONN_IND,63
13064,29.820613,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13065,29.821471,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13066,29.822341,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d1cc09b20,ADV_NONCONN_IND,63
13067,29.823201,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13068,29.824059,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13069,29.824931,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13072,29.832701,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13074,29.834433,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13075,29.835290,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13076,29.836154,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13078,29.840471,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13079,29.841331,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13080,29.842189,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13081,29.843060,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13082,29.843918,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13084,29.845656,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13085,29.846515,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13086,29.847386,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13087,29.848243,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13089,29.852561,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13090,29.853419,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13091,29.854286,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13092,29.855145,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13093,29.856002,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13097,29.859462,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13098,29.860320,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13100,29.862048,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13101,29.865518,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13102,29.866376,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13103,29.867236,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13104,29.868107,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13106,29.869835,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13107,29.870694,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13108,29.871551,dc:23:51:7d:96:27,408080000001e9ba22902ceff5468911652229a3,ADV_NONCONN_IND,63
13109,29.872417,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13110,29.873275,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13111,29.874133,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13115,29.880182,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13116,29.881054,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13117,29.881917,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13118,29.882776,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13119,29.883647,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13120,29.884506,dc:23:51:7d:96:27,408080000001e9ba1e476885bdea8dd257011db7,ADV_NONCONN_IND,63
13121,29.885364,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13122,29.886235,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13123,29.887092,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13124,29.887963,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13125,29.891407,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13126,29.892265,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13127,29.893137,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13128,29.893996,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13129,29.894865,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13130,29.895725,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13133,29.898314,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13134,29.899185,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13135,29.900049,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13136,29.900908,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13137,29.904368,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13138,29.905226,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13139,29.906098,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13142,29.911266,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13143,29.912125,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13145,29.916442,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13146,29.917315,dc:23:51:7d:96:27,408060000001e98102643d9d4de43401489677b8,ADV_NONCONN_IND,63
13147,29.918181,dc:23:51:7d:96:27,40808000cc60eb602e9028c5f5878d9257e52ee6,ADV_NONCONN_IND,63
13148,29.919040,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13151,29.924227,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13152,29.925086,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13153,29.928526,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13154,29.929398,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13155,29.930256,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13157,29.934573,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13158,29.935444,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13159,29.936311,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13160,29.937170,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13161,29.938041,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13164,29.943217,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13165,29.944075,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13166,29.944941,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13169,29.947530,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13170,29.953578,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13171,29.954441,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13172,29.955300,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13173,29.956171,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13174,29.957030,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13175,29.957888,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13176,29.958759,dc:23:51:7d:96:27,922ceff1c59f8251a06f85054ce4340150a5b200,ADV_NONCONN_IND,63
13178,29.963073,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13183,29.968249,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13184,29.969108,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13187,29.973432,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13188,29.974304,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13189,29.975161,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13190,29.976021,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13191,29.976892,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13192,29.977750,dc:23:51:7d:96:27,40447b4ecf64cf4643822deba0eff18d9e4c9a00,ADV_NONCONN_IND,63
13193,29.978622,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13194,29.979482,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13195,29.980339,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13196,29.981203,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13197,29.982062,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13199,29.986379,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13200,29.987238,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13201,29.988109,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13202,29.988967,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13203,29.992435,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13204,29.993292,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13205,29.994151,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13206,29.995023,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13208,29.996752,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13209,29.997610,dc:23:51:7d:96:27,a02cefe067add35e3235877650e4340150a5b200,ADV_NONCONN_IND,63
13210,29.998468,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13211,29.999335,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13212,30.000193,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13213,30.003652,dc:23:51:7d:96:27,408080000001e9ba1e476885bdca8dd25fb5a985,ADV_NONCONN_IND,63
13218,30.009695,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13219,30.010567,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13220,30.011425,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13221,30.012285,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13224,30.014884,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13225,30.015742,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13226,30.016599,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13227,30.017465,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13228,30.018324,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13229,30.019181,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13230,30.020054,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13231,30.020912,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13232,30.021783,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13233,30.022642,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13234,30.023501,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13235,30.024371,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13236,30.025231,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13237,30.026102,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13238,30.026966,dc:23:51:7d:96:27,408080000001e9ba1e476885bdeaf18d9e4c9a00,ADV_NONCONN_IND,63
13240,30.028696,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13242,30.030412,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13243,30.031283,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
13245,30.038186,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
13246,30.039044,dc:23:51:7d:96:27,408060000001e98102643d9d4de4340150a5b200,ADV_NONCONN_IND,63
